model,nb_neurones_per_layers,nb_layers,future_temporal_horizon,activation,batchsize,future_delay,smoothing,subsampling_dt,state_configuration,data,data_dt,learning_rate,nb_collocations,seed,transfer_learning,train_on_collocation,ensemble_collocation,early_stopping,nb_epochs,training_name,pretrained_idx,status,training_idx
mlp,24,4,0.05,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_data_based_dof2,,,179
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,0,,180
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,1,,181
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,2,,182
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,3,,183
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,4,,184
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,5,,185
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,6,,186
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,7,,187
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,8,,188
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,9,,189
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,10,,190
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,11,,191
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,12,,192
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,13,,193
mlp,8,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,14,,194
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,15,,195
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,16,,196
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,17,,197
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,18,,198
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,19,,199
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,20,,200
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,21,,201
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,22,,202
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,23,,203
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,24,,204
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,25,,205
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,26,,206
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,27,,207
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,28,,208
mlp,16,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,29,,209
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,30,,210
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,31,,211
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,32,,212
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,33,,213
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,34,,214
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,35,,215
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,36,,216
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,37,,217
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,38,,218
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,39,,219
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,40,,220
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,41,,221
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,42,,222
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,43,,223
mlp,24,4,1.,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0,1,1500,training_transfer_learning_dof2,44,,224
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,0,,225
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,1,,226
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,2,,227
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,3,,228
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,4,,229
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,5,,230
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,6,,231
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,7,,232
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,8,,233
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,9,,234
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,10,,235
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,11,,236
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,12,,237
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,13,,238
mlp,8,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,14,,239
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,15,,240
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,16,,241
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,17,,242
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,18,,243
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,19,,244
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,20,,245
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,21,,246
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,22,,247
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,23,,248
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,24,,249
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,25,,250
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,26,,251
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,27,,252
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,28,,253
mlp,16,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,29,,254
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,30,,255
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,31,,256
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,32,,257
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,33,,258
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,34,,259
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,35,,260
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,36,,261
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,37,,262
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,38,,263
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,39,,264
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,40,,265
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,41,,266
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,42,,267
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,43,,268
mlp,24,4,0.5,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,44,,269
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,0,,270
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,1,,271
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,2,,272
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,3,,273
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,4,,274
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,5,,275
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,6,,276
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,7,,277
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,8,,278
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,9,,279
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,10,,280
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,11,,281
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,12,,282
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,13,,283
mlp,8,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,14,,284
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,15,,285
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,16,,286
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,17,,287
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,18,,288
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,19,,289
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,20,,290
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,21,,291
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,22,,292
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,23,,293
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,24,,294
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,25,,295
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,26,,296
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,27,,297
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,28,,298
mlp,16,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,29,,299
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,30,,300
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,31,,301
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,32,,302
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,33,,303
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,34,,304
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,35,,305
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,36,,306
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,37,,307
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,38,,308
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,39,,309
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,40,,310
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,41,,311
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,42,,312
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,43,,313
mlp,24,4,0.05,tanh,512,0.05,0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,44,,314
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,0,,315
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,1,,316
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,2,,317
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,3,,318
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,4,,319
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,5,,320
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,6,,321
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,7,,322
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,8,,323
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,9,,324
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,10,,325
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,11,,326
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,12,,327
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,13,,328
discrepancy,8,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,14,,329
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,0,,330
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,1,,331
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,2,,332
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,3,,333
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,4,,334
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,5,,335
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,6,,336
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,7,,337
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,8,,338
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,9,,339
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,10,,340
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,11,,341
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,12,,342
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,13,,343
discrepancy,16,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,14,,344
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,0,,345
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,1,,346
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,2,,347
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,3,,348
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,4,,349
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,5,,350
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,6,,351
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,7,,352
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,8,,353
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,9,,354
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,10,,355
discrepancy,24,4,0.5,tanh,512,0.05,0.,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0,1,1500,training_discrepancy_dof2,11,,356
